city_id,zip_code,city_name,county_name,state_code,state_name
CITY1,36091,Verbena,Autauga County,AL,Alabama
CITY4,36067,Prattville,Autauga County,AL,Alabama
CITY5,36701,Selma,Autauga County,AL,Alabama
CITY6,36003,Autaugaville,Autauga County,AL,Alabama
CITY7,36008,Booth,Autauga County,AL,Alabama
CITY8,36068,Prattville,Autauga County,AL,Alabama
CITY9,36022,Deatsville,Autauga County,AL,Alabama
CITY10,36703,Selma,Autauga County,AL,Alabama
CITY11,36749,Jones,Autauga County,AL,Alabama
CITY12,36066,Prattville,Autauga County,AL,Alabama
CITY13,36051,Marbury,Autauga County,AL,Alabama
CITY14,36502,Atmore,Baldwin County,AL,Alabama
CITY15,36507,Bay minette,Baldwin County,AL,Alabama
CITY16,36527,Daphne,Baldwin County,AL,Alabama
CITY17,36532,Fairhope,Baldwin County,AL,Alabama
CITY18,36561,Orange beach,Baldwin County,AL,Alabama
CITY19,36550,Little river,Baldwin County,AL,Alabama
CITY20,36564,Point clear,Baldwin County,AL,Alabama
CITY21,36579,Stockton,Baldwin County,AL,Alabama
CITY22,36526,Daphne,Baldwin County,AL,Alabama
CITY23,36551,Loxley,Baldwin County,AL,Alabama
CITY24,36555,Magnolia springs,Baldwin County,AL,Alabama
CITY25,36542,Gulf shores,Baldwin County,AL,Alabama
CITY26,36567,Robertsdale,Baldwin County,AL,Alabama
CITY27,36533,Fairhope,Baldwin County,AL,Alabama
CITY28,36576,Silverhill,Baldwin County,AL,Alabama
CITY29,36580,Summerdale,Baldwin County,AL,Alabama
CITY30,36547,Gulf shores,Baldwin County,AL,Alabama
CITY31,36559,Montrose,Baldwin County,AL,Alabama
CITY2,36758,Plantersville,Autauga County,AL,Alabama
CITY3,36006,Billingsley,Autauga County,AL,Alabama
CITY64,36793,Lawley,Bibb County,AL,Alabama
CITY65,35063,Empire,Blount County,AL,Alabama
CITY66,35146,Springville,Blount County,AL,Alabama
CITY67,35980,Horton,Blount County,AL,Alabama
CITY68,35013,Allgood,Blount County,AL,Alabama
CITY69,35126,Pinson,Blount County,AL,Alabama
CITY70,35097,Locust fork,Blount County,AL,Alabama
CITY71,35049,Cleveland,Blount County,AL,Alabama
CITY72,35172,Trafford,Blount County,AL,Alabama
CITY73,35957,Boaz,Blount County,AL,Alabama
CITY74,35031,Blountsville,Blount County,AL,Alabama
CITY75,35133,Remlap,Blount County,AL,Alabama
CITY76,35976,Guntersville,Blount County,AL,Alabama
CITY77,35016,Arab,Blount County,AL,Alabama
CITY78,35121,Oneonta,Blount County,AL,Alabama
CITY79,35079,Hayden,Blount County,AL,Alabama
CITY80,35180,Warrior,Blount County,AL,Alabama
CITY81,35952,Altoona,Blount County,AL,Alabama
CITY82,36029,Fitzpatrick,Bullock County,AL,Alabama
CITY83,36052,Mathews,Bullock County,AL,Alabama
CITY84,36089,Union springs,Bullock County,AL,Alabama
CITY85,36860,Hurtsboro,Bullock County,AL,Alabama
CITY86,36031,Fort davis,Bullock County,AL,Alabama
CITY87,36081,Troy,Bullock County,AL,Alabama
CITY88,36053,Midway,Bullock County,AL,Alabama
CITY89,36005,Banks,Bullock County,AL,Alabama
CITY90,36830,Auburn,Bullock County,AL,Alabama
CITY91,36071,Rutledge,Butler County,AL,Alabama
CITY92,36015,Chapman,Butler County,AL,Alabama
CITY93,36042,Honoraville,Butler County,AL,Alabama
CITY94,36474,Red level,Butler County,AL,Alabama
CITY95,36033,Georgiana,Butler County,AL,Alabama
CITY96,36456,Mc kenzie,Butler County,AL,Alabama
CITY97,36030,Forest home,Butler County,AL,Alabama
CITY98,36032,Fort deposit,Butler County,AL,Alabama
CITY99,36037,Greenville,Butler County,AL,Alabama
CITY100,36205,Anniston,Calhoun County,AL,Alabama
CITY101,36250,Alexandria,Calhoun County,AL,Alabama
CITY102,36204,Anniston,Calhoun County,AL,Alabama
CITY103,36253,Bynum,Calhoun County,AL,Alabama
CITY104,35096,Lincoln,Calhoun County,AL,Alabama
CITY105,35905,Gadsden,Calhoun County,AL,Alabama
CITY106,36206,Anniston,Calhoun County,AL,Alabama
CITY107,36277,Weaver,Calhoun County,AL,Alabama
CITY108,36260,Eastaboga,Calhoun County,AL,Alabama
CITY109,36207,Anniston,Calhoun County,AL,Alabama
CITY110,36272,Piedmont,Calhoun County,AL,Alabama
CITY111,36202,Anniston,Calhoun County,AL,Alabama
CITY112,36265,Jacksonville,Calhoun County,AL,Alabama
CITY113,36201,Anniston,Calhoun County,AL,Alabama
CITY114,36203,Oxford,Calhoun County,AL,Alabama
CITY115,36257,De armanville,Calhoun County,AL,Alabama
CITY116,36271,Ohatchee,Calhoun County,AL,Alabama
CITY117,36279,Wellington,Calhoun County,AL,Alabama
CITY118,36254,Choccolocco,Calhoun County,AL,Alabama
CITY119,36854,Valley,Chambers County,AL,Alabama
CITY120,36850,Camp hill,Chambers County,AL,Alabama
CITY121,36879,Waverly,Chambers County,AL,Alabama
CITY122,36852,Cusseta,Chambers County,AL,Alabama
CITY123,36276,Wadley,Chambers County,AL,Alabama
CITY124,36274,Roanoke,Chambers County,AL,Alabama
CITY125,36801,Opelika,Chambers County,AL,Alabama
CITY126,36863,Lanett,Chambers County,AL,Alabama
CITY127,36862,Lafayette,Chambers County,AL,Alabama
CITY32,36562,Perdido,Baldwin County,AL,Alabama
CITY33,36549,Lillian,Baldwin County,AL,Alabama
CITY34,36577,Spanish fort,Baldwin County,AL,Alabama
CITY35,36511,Bon secour,Baldwin County,AL,Alabama
CITY36,36530,Elberta,Baldwin County,AL,Alabama
CITY37,36480,Uriah,Baldwin County,AL,Alabama
CITY38,36535,Foley,Baldwin County,AL,Alabama
CITY39,36574,Seminole,Baldwin County,AL,Alabama
CITY40,36536,Foley,Baldwin County,AL,Alabama
CITY41,36578,Stapleton,Baldwin County,AL,Alabama
CITY42,36017,Clio,Barbour County,AL,Alabama
CITY43,36016,Clayton,Barbour County,AL,Alabama
CITY44,36317,Clopton,Barbour County,AL,Alabama
CITY45,36072,Eufaula,Barbour County,AL,Alabama
CITY46,36311,Ariton,Barbour County,AL,Alabama
CITY47,36048,Louisville,Barbour County,AL,Alabama
CITY48,36053,Midway,Barbour County,AL,Alabama
CITY49,36374,Skipperville,Barbour County,AL,Alabama
CITY50,36027,Eufaula,Barbour County,AL,Alabama
CITY51,35115,Montevallo,Bibb County,AL,Alabama
CITY52,35184,West blocton,Bibb County,AL,Alabama
CITY53,36750,Maplesville,Bibb County,AL,Alabama
CITY54,36756,Marion,Bibb County,AL,Alabama
CITY55,35074,Green pond,Bibb County,AL,Alabama
CITY56,35042,Centreville,Bibb County,AL,Alabama
CITY57,35111,Mc calla,Bibb County,AL,Alabama
CITY58,35456,Duncanville,Bibb County,AL,Alabama
CITY59,36792,Randolph,Bibb County,AL,Alabama
CITY60,35080,Helena,Bibb County,AL,Alabama
CITY61,35188,Woodstock,Bibb County,AL,Alabama
CITY62,35034,Brent,Bibb County,AL,Alabama
CITY63,35035,Brierfield,Bibb County,AL,Alabama
CITY128,36855,Five points,Chambers County,AL,Alabama
CITY129,35984,Mentone,Cherokee County,AL,Alabama
CITY130,35973,Gaylesville,Cherokee County,AL,Alabama
CITY131,35901,Gadsden,Cherokee County,AL,Alabama
CITY132,36275,Spring garden,Cherokee County,AL,Alabama
CITY133,35903,Gadsden,Cherokee County,AL,Alabama
CITY134,35983,Leesburg,Cherokee County,AL,Alabama
CITY135,35959,Cedar bluff,Cherokee County,AL,Alabama
CITY136,35961,Collinsville,Cherokee County,AL,Alabama
CITY137,35967,Fort payne,Cherokee County,AL,Alabama
CITY138,36272,Piedmont,Cherokee County,AL,Alabama
CITY139,35960,Centre,Cherokee County,AL,Alabama
CITY140,35115,Montevallo,Chilton County,AL,Alabama
CITY141,36091,Verbena,Chilton County,AL,Alabama
CITY142,36758,Plantersville,Chilton County,AL,Alabama
CITY143,36790,Stanton,Chilton County,AL,Alabama
CITY144,36006,Billingsley,Chilton County,AL,Alabama
CITY145,36750,Maplesville,Chilton County,AL,Alabama
CITY146,35045,Clanton,Chilton County,AL,Alabama
CITY147,36792,Randolph,Chilton County,AL,Alabama
CITY148,35040,Calera,Chilton County,AL,Alabama
CITY149,35046,Clanton,Chilton County,AL,Alabama
CITY150,35171,Thorsby,Chilton County,AL,Alabama
CITY151,36051,Marbury,Chilton County,AL,Alabama
CITY152,35085,Jemison,Chilton County,AL,Alabama
CITY153,36793,Lawley,Chilton County,AL,Alabama
CITY154,36915,Needham,Choctaw County,AL,Alabama
CITY155,36919,Silas,Choctaw County,AL,Alabama
CITY156,36910,Jachin,Choctaw County,AL,Alabama
CITY157,36916,Pennington,Choctaw County,AL,Alabama
CITY158,36908,Gilbertown,Choctaw County,AL,Alabama
CITY159,36913,Melvin,Choctaw County,AL,Alabama
CITY160,36912,Lisman,Choctaw County,AL,Alabama
CITY161,36921,Toxey,Choctaw County,AL,Alabama
CITY162,36558,Millry,Choctaw County,AL,Alabama
CITY163,36904,Butler,Choctaw County,AL,Alabama
CITY164,36922,Ward,Choctaw County,AL,Alabama
CITY165,36540,Gainestown,Clarke County,AL,Alabama
CITY166,36524,Coffeeville,Clarke County,AL,Alabama
CITY167,36751,Lower peach tree,Clarke County,AL,Alabama
CITY168,36727,Campbell,Clarke County,AL,Alabama
CITY169,36545,Jackson,Clarke County,AL,Alabama
CITY170,36446,Fulton,Clarke County,AL,Alabama
CITY171,36451,Grove hill,Clarke County,AL,Alabama
CITY172,36436,Dickinson,Clarke County,AL,Alabama
CITY173,36784,Thomasville,Clarke County,AL,Alabama
CITY174,36482,Whatley,Clarke County,AL,Alabama
CITY175,36251,Ashland,Clay County,AL,Alabama
CITY176,35089,Kellyton,Clay County,AL,Alabama
CITY177,36266,Lineville,Clay County,AL,Alabama
CITY178,36267,Millerville,Clay County,AL,Alabama
CITY179,36256,Daviston,Clay County,AL,Alabama
CITY180,36258,Delta,Clay County,AL,Alabama
CITY181,36255,Cragford,Clay County,AL,Alabama
CITY182,35072,Goodwater,Clay County,AL,Alabama
CITY183,35160,Talladega,Clay County,AL,Alabama
CITY184,36276,Wadley,Clay County,AL,Alabama
CITY185,36268,Munford,Clay County,AL,Alabama
CITY186,35082,Hollins,Clay County,AL,Alabama
CITY187,36264,Heflin,Cleburne County,AL,Alabama
CITY188,36269,Muscadine,Cleburne County,AL,Alabama
CITY189,36258,Delta,Cleburne County,AL,Alabama
CITY190,36207,Anniston,Cleburne County,AL,Alabama
CITY191,36272,Piedmont,Cleburne County,AL,Alabama
CITY192,36262,Fruithurst,Cleburne County,AL,Alabama
CITY193,36273,Ranburne,Cleburne County,AL,Alabama
CITY194,36261,Edwardsville,Cleburne County,AL,Alabama
CITY195,36268,Munford,Cleburne County,AL,Alabama
CITY196,36323,Elba,Coffee County,AL,Alabama
CITY197,36360,Ozark,Coffee County,AL,Alabama
CITY198,36079,Troy,Coffee County,AL,Alabama
CITY199,36322,Daleville,Coffee County,AL,Alabama
CITY200,36311,Ariton,Coffee County,AL,Alabama
CITY201,36453,Kinston,Coffee County,AL,Alabama
CITY202,36009,Brantley,Coffee County,AL,Alabama
CITY203,36351,New brockton,Coffee County,AL,Alabama
CITY204,36010,Brundidge,Coffee County,AL,Alabama
CITY205,36330,Enterprise,Coffee County,AL,Alabama
CITY206,36316,Chancellor,Coffee County,AL,Alabama
CITY207,36034,Glenwood,Coffee County,AL,Alabama
CITY208,36467,Opp,Coffee County,AL,Alabama
CITY209,36346,Jack,Coffee County,AL,Alabama
CITY210,36477,Samson,Coffee County,AL,Alabama
CITY211,36318,Coffee springs,Coffee County,AL,Alabama
CITY212,35672,Town creek,Colbert County,AL,Alabama
CITY213,35646,Leighton,Colbert County,AL,Alabama
CITY214,35616,Cherokee,Colbert County,AL,Alabama
CITY215,35661,Muscle shoals,Colbert County,AL,Alabama
CITY216,35674,Tuscumbia,Colbert County,AL,Alabama
CITY217,35654,Russellville,Colbert County,AL,Alabama
CITY218,35660,Sheffield,Colbert County,AL,Alabama
CITY219,35653,Russellville,Colbert County,AL,Alabama
CITY220,35582,Red bay,Colbert County,AL,Alabama
CITY221,36502,Atmore,Conecuh County,AL,Alabama
CITY222,36474,Red level,Conecuh County,AL,Alabama
CITY223,36033,Georgiana,Conecuh County,AL,Alabama
CITY224,36456,Mc kenzie,Conecuh County,AL,Alabama
CITY225,36473,Range,Conecuh County,AL,Alabama
CITY226,36330,Enterprise,Conecuh County,AL,Alabama
CITY227,36471,Peterman,Conecuh County,AL,Alabama
CITY228,36454,Lenox,Conecuh County,AL,Alabama
CITY229,36460,Monroeville,Conecuh County,AL,Alabama
CITY230,36401,Evergreen,Conecuh County,AL,Alabama
CITY231,36421,Andalusia,Conecuh County,AL,Alabama
CITY232,36426,Brewton,Conecuh County,AL,Alabama
CITY233,36432,Castleberry,Conecuh County,AL,Alabama
CITY234,36475,Repton,Conecuh County,AL,Alabama
CITY235,36768,Pine apple,Conecuh County,AL,Alabama
CITY236,35151,Sylacauga,Coosa County,AL,Alabama
CITY237,35010,Alexander city,Coosa County,AL,Alabama
CITY238,35183,Weogufka,Coosa County,AL,Alabama
CITY239,35089,Kellyton,Coosa County,AL,Alabama
CITY240,36026,Equality,Coosa County,AL,Alabama
CITY241,35150,Sylacauga,Coosa County,AL,Alabama
CITY242,35072,Goodwater,Coosa County,AL,Alabama
CITY243,35136,Rockford,Coosa County,AL,Alabama
CITY244,35046,Clanton,Coosa County,AL,Alabama
CITY245,36080,Titus,Coosa County,AL,Alabama
CITY246,36476,River falls,Covington County,AL,Alabama
CITY247,36028,Dozier,Covington County,AL,Alabama
CITY248,36474,Red level,Covington County,AL,Alabama
CITY249,36453,Kinston,Covington County,AL,Alabama
CITY250,36456,Mc kenzie,Covington County,AL,Alabama
CITY251,36038,Gantt,Covington County,AL,Alabama
CITY252,36442,Florala,Covington County,AL,Alabama
CITY253,36455,Lockhart,Covington County,AL,Alabama
CITY254,36420,Andalusia,Covington County,AL,Alabama
CITY255,36401,Evergreen,Covington County,AL,Alabama
CITY256,36421,Andalusia,Covington County,AL,Alabama
CITY257,36467,Opp,Covington County,AL,Alabama
CITY258,36483,Wing,Covington County,AL,Alabama
CITY259,36477,Samson,Covington County,AL,Alabama
CITY260,36323,Elba,Crenshaw County,AL,Alabama
CITY261,36028,Dozier,Crenshaw County,AL,Alabama
CITY262,36071,Rutledge,Crenshaw County,AL,Alabama
CITY263,36042,Honoraville,Crenshaw County,AL,Alabama
CITY264,36009,Brantley,Crenshaw County,AL,Alabama
CITY265,36049,Luverne,Crenshaw County,AL,Alabama
CITY266,36041,Highland home,Crenshaw County,AL,Alabama
CITY267,36032,Fort deposit,Crenshaw County,AL,Alabama
CITY268,36034,Glenwood,Crenshaw County,AL,Alabama
CITY269,36035,Goshen,Crenshaw County,AL,Alabama
CITY270,36467,Opp,Crenshaw County,AL,Alabama
CITY271,36037,Greenville,Crenshaw County,AL,Alabama
CITY272,36036,Grady,Crenshaw County,AL,Alabama
CITY273,36046,Lapine,Crenshaw County,AL,Alabama
CITY274,35619,Danville,Cullman County,AL,Alabama
CITY275,35541,Arley,Cullman County,AL,Alabama
CITY276,35057,Cullman,Cullman County,AL,Alabama
CITY277,35033,Bremen,Cullman County,AL,Alabama
CITY278,35055,Cullman,Cullman County,AL,Alabama
CITY279,35058,Cullman,Cullman County,AL,Alabama
CITY280,35077,Hanceville,Cullman County,AL,Alabama
CITY281,35070,Garden city,Cullman County,AL,Alabama
CITY282,35087,Joppa,Cullman County,AL,Alabama
CITY283,35083,Holly pond,Cullman County,AL,Alabama
CITY284,35098,Logan,Cullman County,AL,Alabama
CITY285,35976,Guntersville,Cullman County,AL,Alabama
CITY286,35056,Cullman,Cullman County,AL,Alabama
CITY287,35053,Crane hill,Cullman County,AL,Alabama
CITY288,35019,Baileyton,Cullman County,AL,Alabama
CITY289,35016,Arab,Cullman County,AL,Alabama
CITY290,35179,Vinemont,Cullman County,AL,Alabama
CITY291,35540,Addison,Cullman County,AL,Alabama
CITY292,35621,Eva,Cullman County,AL,Alabama
CITY293,35622,Falkville,Cullman County,AL,Alabama
CITY294,35670,Somerville,Cullman County,AL,Alabama
CITY295,36360,Ozark,Dale County,AL,Alabama
CITY296,36317,Clopton,Dale County,AL,Alabama
CITY297,36322,Daleville,Dale County,AL,Alabama
CITY298,36361,Ozark,Dale County,AL,Alabama
CITY299,36371,Pinckard,Dale County,AL,Alabama
CITY300,36311,Ariton,Dale County,AL,Alabama
CITY301,36362,Fort rucker,Dale County,AL,Alabama
CITY302,36345,Headland,Dale County,AL,Alabama
CITY303,36010,Brundidge,Dale County,AL,Alabama
CITY304,36330,Enterprise,Dale County,AL,Alabama
CITY305,36352,Newton,Dale County,AL,Alabama
CITY306,36374,Skipperville,Dale County,AL,Alabama
CITY307,36303,Dothan,Dale County,AL,Alabama
CITY308,36353,Newville,Dale County,AL,Alabama
CITY309,36350,Midland city,Dale County,AL,Alabama
CITY310,36758,Plantersville,Dallas County,AL,Alabama
CITY311,36773,Safford,Dallas County,AL,Alabama
CITY312,36701,Selma,Dallas County,AL,Alabama
CITY313,36785,Tyler,Dallas County,AL,Alabama
CITY314,36703,Selma,Dallas County,AL,Alabama
CITY315,36775,Sardis,Dallas County,AL,Alabama
CITY316,36761,Minter,Dallas County,AL,Alabama
CITY317,36749,Jones,Dallas County,AL,Alabama
CITY318,36767,Orrville,Dallas County,AL,Alabama
CITY319,36759,Marion junction,Dallas County,AL,Alabama
CITY320,35968,Fort payne,DeKalb County,AL,Alabama
CITY321,35984,Mentone,DeKalb County,AL,Alabama
CITY322,35765,Pisgah,DeKalb County,AL,Alabama
CITY323,35954,Attalla,DeKalb County,AL,Alabama
CITY324,35983,Leesburg,DeKalb County,AL,Alabama
CITY325,35966,Flat rock,DeKalb County,AL,Alabama
CITY326,35975,Groveoak,DeKalb County,AL,Alabama
CITY327,35957,Boaz,DeKalb County,AL,Alabama
CITY328,35959,Cedar bluff,DeKalb County,AL,Alabama
CITY329,35978,Henagar,DeKalb County,AL,Alabama
CITY330,35988,Sylvania,DeKalb County,AL,Alabama
CITY331,35951,Albertville,DeKalb County,AL,Alabama
CITY332,35961,Collinsville,DeKalb County,AL,Alabama
CITY333,35967,Fort payne,DeKalb County,AL,Alabama
CITY334,35956,Boaz,DeKalb County,AL,Alabama
CITY335,35981,Ider,DeKalb County,AL,Alabama
CITY336,35974,Geraldine,DeKalb County,AL,Alabama
CITY337,35979,Higdon,DeKalb County,AL,Alabama
CITY338,35989,Valley head,DeKalb County,AL,Alabama
CITY339,35963,Dawson,DeKalb County,AL,Alabama
CITY340,35962,Crossville,DeKalb County,AL,Alabama
CITY341,35971,Fyffe,DeKalb County,AL,Alabama
CITY342,35986,Rainsville,DeKalb County,AL,Alabama
CITY343,35771,Section,DeKalb County,AL,Alabama
CITY344,36024,Eclectic,Elmore County,AL,Alabama
CITY345,35010,Alexander city,Elmore County,AL,Alabama
CITY346,36078,Tallassee,Elmore County,AL,Alabama
CITY347,36067,Prattville,Elmore County,AL,Alabama
CITY348,36092,Wetumpka,Elmore County,AL,Alabama
CITY349,36093,Wetumpka,Elmore County,AL,Alabama
CITY350,36026,Equality,Elmore County,AL,Alabama
CITY351,36054,Millbrook,Elmore County,AL,Alabama
CITY352,35136,Rockford,Elmore County,AL,Alabama
CITY353,36025,Elmore,Elmore County,AL,Alabama
CITY354,36022,Deatsville,Elmore County,AL,Alabama
CITY355,36066,Prattville,Elmore County,AL,Alabama
CITY356,36051,Marbury,Elmore County,AL,Alabama
CITY357,36020,Coosada,Elmore County,AL,Alabama
CITY358,36080,Titus,Elmore County,AL,Alabama
CITY359,36502,Atmore,Escambia County,AL,Alabama
CITY360,36441,Flomaton,Escambia County,AL,Alabama
CITY361,36420,Andalusia,Escambia County,AL,Alabama
CITY362,36426,Brewton,Escambia County,AL,Alabama
CITY363,36432,Castleberry,Escambia County,AL,Alabama
CITY364,36475,Repton,Escambia County,AL,Alabama
CITY365,36483,Wing,Escambia County,AL,Alabama
CITY366,36562,Perdido,Escambia County,AL,Alabama
CITY367,36543,Huxford,Escambia County,AL,Alabama
CITY368,36503,Atmore,Escambia County,AL,Alabama
CITY369,35901,Gadsden,Etowah County,AL,Alabama
CITY370,35954,Attalla,Etowah County,AL,Alabama
CITY371,35903,Gadsden,Etowah County,AL,Alabama
CITY372,35907,Gadsden,Etowah County,AL,Alabama
CITY373,35905,Gadsden,Etowah County,AL,Alabama
CITY374,35904,Gadsden,Etowah County,AL,Alabama
CITY375,35957,Boaz,Etowah County,AL,Alabama
CITY376,35961,Collinsville,Etowah County,AL,Alabama
CITY377,35972,Gallant,Etowah County,AL,Alabama
CITY378,35956,Boaz,Etowah County,AL,Alabama
CITY379,36272,Piedmont,Etowah County,AL,Alabama
CITY380,35902,Gadsden,Etowah County,AL,Alabama
CITY381,35990,Walnut grove,Etowah County,AL,Alabama
CITY382,35121,Oneonta,Etowah County,AL,Alabama
CITY383,35952,Altoona,Etowah County,AL,Alabama
CITY384,35906,Rainbow city,Etowah County,AL,Alabama
CITY385,36271,Ohatchee,Etowah County,AL,Alabama
CITY386,35554,Eldridge,Fayette County,AL,Alabama
CITY387,35594,Winfield,Fayette County,AL,Alabama
CITY388,35546,Berry,Fayette County,AL,Alabama
CITY389,35549,Carbon hill,Fayette County,AL,Alabama
CITY390,35579,Oakman,Fayette County,AL,Alabama
CITY391,35563,Guin,Fayette County,AL,Alabama
CITY392,35542,Bankston,Fayette County,AL,Alabama
CITY393,35545,Belk,Fayette County,AL,Alabama
CITY394,35574,Kennedy,Fayette County,AL,Alabama
CITY395,35555,Fayette,Fayette County,AL,Alabama
CITY396,35559,Glen allen,Fayette County,AL,Alabama
CITY397,35585,Spruce pine,Franklin County,AL,Alabama
CITY398,35593,Vina,Franklin County,AL,Alabama
CITY399,35581,Phil campbell,Franklin County,AL,Alabama
CITY400,35616,Cherokee,Franklin County,AL,Alabama
CITY401,35674,Tuscumbia,Franklin County,AL,Alabama
CITY402,35565,Haleyville,Franklin County,AL,Alabama
CITY403,35564,Hackleburg,Franklin County,AL,Alabama
CITY404,35651,Mount hope,Franklin County,AL,Alabama
CITY405,35654,Russellville,Franklin County,AL,Alabama
CITY406,35571,Hodges,Franklin County,AL,Alabama
CITY407,35653,Russellville,Franklin County,AL,Alabama
CITY408,35582,Red bay,Franklin County,AL,Alabama
CITY409,36305,Dothan,Geneva County,AL,Alabama
CITY410,36314,Black,Geneva County,AL,Alabama
CITY411,36322,Daleville,Geneva County,AL,Alabama
CITY412,36375,Slocomb,Geneva County,AL,Alabama
CITY413,36453,Kinston,Geneva County,AL,Alabama
CITY414,36340,Geneva,Geneva County,AL,Alabama
CITY415,36344,Hartford,Geneva County,AL,Alabama
CITY416,36316,Chancellor,Geneva County,AL,Alabama
CITY417,36442,Florala,Geneva County,AL,Alabama
CITY418,36352,Newton,Geneva County,AL,Alabama
CITY419,36301,Dothan,Geneva County,AL,Alabama
CITY420,36467,Opp,Geneva County,AL,Alabama
CITY421,36349,Malvern,Geneva County,AL,Alabama
CITY422,36477,Samson,Geneva County,AL,Alabama
CITY423,36318,Coffee springs,Geneva County,AL,Alabama
CITY424,36313,Bellwood,Geneva County,AL,Alabama
CITY425,35480,Ralph,Greene County,AL,Alabama
CITY426,35448,Clinton,Greene County,AL,Alabama
CITY427,35464,Gainesville,Greene County,AL,Alabama
CITY428,35443,Boligee,Greene County,AL,Alabama
CITY429,35463,Fosters,Greene County,AL,Alabama
CITY430,35469,Knoxville,Greene County,AL,Alabama
CITY431,35491,West greene,Greene County,AL,Alabama
CITY432,35462,Eutaw,Greene County,AL,Alabama
CITY433,36740,Forkland,Greene County,AL,Alabama
CITY434,36744,Greensboro,Hale County,AL,Alabama
CITY435,36786,Uniontown,Hale County,AL,Alabama
CITY436,36756,Marion,Hale County,AL,Alabama
CITY437,36765,Newbern,Hale County,AL,Alabama
CITY438,35441,Akron,Hale County,AL,Alabama
CITY439,35474,Moundville,Hale County,AL,Alabama
CITY440,36742,Gallion,Hale County,AL,Alabama
CITY441,36776,Sawyerville,Hale County,AL,Alabama
CITY442,36738,Faunsdale,Hale County,AL,Alabama
CITY443,36317,Clopton,Henry County,AL,Alabama
CITY444,36373,Shorterville,Henry County,AL,Alabama
CITY445,36319,Columbia,Henry County,AL,Alabama
CITY446,36345,Headland,Henry County,AL,Alabama
CITY447,36303,Dothan,Henry County,AL,Alabama
CITY448,36310,Abbeville,Henry County,AL,Alabama
CITY449,36353,Newville,Henry County,AL,Alabama
CITY450,36350,Midland city,Henry County,AL,Alabama
CITY451,36320,Cottonwood,Houston County,AL,Alabama
CITY452,36305,Dothan,Houston County,AL,Alabama
CITY453,36312,Ashford,Houston County,AL,Alabama
CITY454,36375,Slocomb,Houston County,AL,Alabama
CITY455,36319,Columbia,Houston County,AL,Alabama
CITY456,36345,Headland,Houston County,AL,Alabama
CITY457,36376,Webb,Houston County,AL,Alabama
CITY458,36352,Newton,Houston County,AL,Alabama
CITY459,36302,Dothan,Houston County,AL,Alabama
CITY460,36301,Dothan,Houston County,AL,Alabama
CITY461,36303,Dothan,Houston County,AL,Alabama
CITY462,36321,Cowarts,Houston County,AL,Alabama
CITY463,36343,Gordon,Houston County,AL,Alabama
CITY464,36370,Pansey,Houston County,AL,Alabama
CITY465,36350,Midland city,Houston County,AL,Alabama
CITY466,35751,Hollytree,Jackson County,AL,Alabama
CITY467,35752,Hollywood,Jackson County,AL,Alabama
CITY468,35765,Pisgah,Jackson County,AL,Alabama
CITY469,35745,Estillfork,Jackson County,AL,Alabama
CITY470,35776,Woodville,Jackson County,AL,Alabama
CITY471,35966,Flat rock,Jackson County,AL,Alabama
CITY472,35769,Scottsboro,Jackson County,AL,Alabama
CITY473,35978,Henagar,Jackson County,AL,Alabama
CITY474,35772,Stevenson,Jackson County,AL,Alabama
CITY475,35768,Scottsboro,Jackson County,AL,Alabama
CITY476,35748,Gurley,Jackson County,AL,Alabama
CITY477,35774,Trenton,Jackson County,AL,Alabama
CITY478,35958,Bryant,Jackson County,AL,Alabama
CITY479,35740,Bridgeport,Jackson County,AL,Alabama
CITY480,35766,Princeton,Jackson County,AL,Alabama
CITY481,35979,Higdon,Jackson County,AL,Alabama
CITY482,35744,Dutton,Jackson County,AL,Alabama
CITY483,35764,Paint rock,Jackson County,AL,Alabama
CITY484,35971,Fyffe,Jackson County,AL,Alabama
CITY485,35746,Fackler,Jackson County,AL,Alabama
CITY486,35755,Langston,Jackson County,AL,Alabama
CITY487,35771,Section,Jackson County,AL,Alabama
CITY488,35022,Bessemer,Jefferson County,AL,Alabama
CITY489,35130,Quinton,Jefferson County,AL,Alabama
CITY490,35208,Birmingham,Jefferson County,AL,Alabama
CITY491,35242,Birmingham,Jefferson County,AL,Alabama
CITY492,35244,Birmingham,Jefferson County,AL,Alabama
CITY493,35221,Birmingham,Jefferson County,AL,Alabama
CITY494,35224,Birmingham,Jefferson County,AL,Alabama
CITY495,35253,Birmingham,Jefferson County,AL,Alabama
CITY496,35218,Birmingham,Jefferson County,AL,Alabama
CITY497,35243,Birmingham,Jefferson County,AL,Alabama
CITY498,35060,Docena,Jefferson County,AL,Alabama
CITY499,35123,Palmerdale,Jefferson County,AL,Alabama
CITY500,35181,Watson,Jefferson County,AL,Alabama
CITY501,35063,Empire,Jefferson County,AL,Alabama
CITY502,35094,Leeds,Jefferson County,AL,Alabama
CITY503,35005,Adamsville,Jefferson County,AL,Alabama
CITY504,35146,Springville,Jefferson County,AL,Alabama
CITY505,35203,Birmingham,Jefferson County,AL,Alabama
CITY506,35117,Mount olive,Jefferson County,AL,Alabama
CITY507,35211,Birmingham,Jefferson County,AL,Alabama
CITY508,35222,Birmingham,Jefferson County,AL,Alabama
